
4,Information Access Management,Addressable,164.308(a)(4)(ii)(C),Access Establishment and Modification,Implement policies and procedures that  based upon the entity s access authorization policies  establish  document  review  and modify a user s right of access to a workstation  transaction  program  or process.,"Does the entity have policies and procedures in place to authorize access and document  review  and modify a user’s right of access to a workstation  transaction  program  or process?

Does the entity authorize access and document  review  and modify a user s right of access to a workstation  transaction  program  or process?

Obtain and review the policies and procedures. Evaluate their content relative to the specified performance criteria for authorizing access  and for documenting  reviewing  and modifying a user s right of access to a workstation  transaction  program  or process.

Obtain and review documentation regarding individuals whose access to information systems has been reviewed based on access authorization policies. Evaluate and determine whether individuals  access has been reviewed and recertified in a timely manner by the appropriate personnel.

Obtain and review documentation demonstrating individuals whose access to information systems has been modified based on access authorization policies. Evaluate and determine whether modification of access to information systems is acceptable and modification of individuals  access to information systems was completed and approved by appropriate personnel.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

5,Security Awareness Training,Required,164.308(a)(5)(i),Security Awareness Training,Implement a security awareness and training program for all members of its workforce (including management).,"Does the entity have policies and procedures in place regarding a security awareness and training program?

Does the entity provide security awareness and training to all new and existing members of its workforce?

Obtain and review policies and procedures for security awareness and training program.

Elements to review may include but are not limited to:
• How workforce members are provided the security awareness and training
• Identifies workforce members (including managers  senior executives  and as appropriate  business associates  and contractors) who will be provided with the security and awareness training
• How workforce members will be provided with security and awareness training when there is a change in the entity s information systems
• How frequently security awareness and training will be provided to all workforce members

Obtain and review documentation demonstrating the implementation of a security awareness and training program including related training materials. Evaluate and determine whether the training program is reasonable and appropriate for workforce members to carry out their functions.

Obtain and review documentation demonstrating that the security awareness and training programs are provided to the entire organization and made available to independent contractors and business associates  if appropriate."

5,Security Awareness Training,Addressable,164.308(a)(5)(ii)(A),Security Reminders,Periodic security updates.,"Does the entity have policies and procedures in place regarding a process to provide periodic security reminders and updates?

Does the entity appropriately communicate security updates to all members of its workforce and  if appropriate  contractors periodically?

Obtain and review documentation demonstrating how periodic security updates are conducted.

Elements to review may include but are not limited to:
• Frequency of the periodic security updates
• Methods of communication used for security updates (i.e. emails  newsletters  posters)

Obtain and review documentation demonstrating that periodic security updates are conducted. Evaluate and determine if periodic security updates are accessible and communicated to workforce members.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

5,Security Awareness Training,Addressable,164.308(a)(5)(ii)(B),Protection from Malicious Software,Procedures for guarding against  detecting  and reporting malicious software.,"Does the entity have policies and procedures in place regarding a process to incorporate its procedures to guard against  detect  and report malicious software into its security awareness and training program?

Obtain and review documentation demonstrating that the procedures for guarding against  detecting  and reporting malicious software are incorporated in the security awareness and training program.

Elements to review may include but are not limited to:
• The malicious software protection mechanism that has been implemented
• Information system protection capabilities
• Workforce members  roles and responsibilities in malicious software protection procedures
• Steps to protect against malicious software
• Steps to detect malicious software
• Action(s) to be taken in response to malicious software detection

Obtain and review documentation demonstrating that procedures are in place to guard against  detect  and report malicious software. Evaluate and determine whether such procedures are in accordance with malicious software protection procedures included in the training material.

Obtain and review documentation of the workforce members who should be trained on the procedures to guard against  detect  and report malicious software.
Obtain and review documentation of the workforce members who were trained on the procedures to guard against  detect  and report malicious software. Evaluate and determine if appropriate workforce members are being trained on the procedures to guard against  detect  and report malicious software.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

5,Security Awareness Training,Addressable,164.308(a)(5)(ii)(C),Log-in Monitoring,Procedures for monitoring log-in attempts and reporting discrepancies.,"Does the entity have policies and procedures in place to incorporate procedures for monitoring log-in attempts and reporting discrepancies into its security awareness and training program?

Obtain and review procedures (or other vehicle) for monitoring log-in and reporting discrepancies and related training material.

Elements to review may include but are not limited to:
• Workforce members  roles and responsibilities in monitoring log-in attempts and reporting discrepancies
• Identify how log-in monitoring is conducted
• How to identify an inappropriate or attempted log-in
• Action(s) to be taken in response to an inappropriate or attempted log-in

Obtain and review documentation demonstrating that procedures are in place to monitor log-in attempts and report discrepancies. Evaluate and determine whether such procedures are in accordance with the monitoring log-in attempts and reporting discrepancies procedures in the training material.

Obtain and review documentation of workforce members and role types of who should be trained on the procedures for monitoring log-in attempts and reporting discrepancies. Obtain and review documentation of the workforce members who were trained on the procedures for monitoring log-in attempts and reporting discrepancies. Evaluate and determine if appropriate workforce members are being trained on the procedures for monitoring log-in attempts and reporting discrepancies.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

5,Security Awareness Training,Addressable,164.308(a)(5)(ii)(D),Password Management,Procedures for creating  changing  and safeguarding passwords.,"Does the entity have policies and procedures in place to incorporate procedures for creating  changing  and safeguarding passwords into its security awareness and training program?

Obtain and review password management procedures and training (or other vehicle) for creating  changing  and safeguarding passwords.

Elements to review may include but are not limited to:
• Workforce members  roles and responsibilities in the procedures for creating  changing  and safeguarding passwords
• Identify how passwords should be created  changed  and safeguarded
• Action(s) to be taken in response to a compromised password or other authentication credential

Obtain and review documentation demonstrating that procedures for creating  changing  and safeguarding passwords are in place. Evaluate and determine whether such procedures are in accordance with the creating  changing  and safeguarding passwords procedures incorporated into the training material.

Obtain and review documentation of workforce members and role types of who should be trained on creating  changing  and safeguarding passwords. Obtain and review documentation of the workforce members who were trained on the procedures for creating  changing  and safeguarding passwords. Evaluate and determine if appropriate workforce members are being trained on the procedures for creating  changing  and safeguarding passwords.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

6,Security Incident Procedures,Required,164.308(a)(6)(i),Security Incident Procedures,Implement policies and procedures to address security incidents.,"Does the entity have policies and procedures in place to address security incidents?

Obtain and review the policies and procedures related to security incidents

Elements to review may include but are not limited to:
• Identification of what specific event would be considered a security incident
• Identification of workforce members’ role and responsibilities regarding security incidents
• Management involvement regarding security incidents
• Workforce members or roles to which the incident response policies and procedures are to be disseminated
• Coordination of security incidents among business associates
• Identifies what steps should be taken in response to a security incident
• The frequency to review and update current security incident policies and procedures

Obtain and review documentation demonstrating that security incident policies and procedures are implemented. Evaluate and determine whether policies and procedures are appropriate for addressing security incidents and are in accordance with related policies and procedures."

6,Security Incident Procedures,Required,164.308(a)(6)(ii),Response and Reporting,Response and Reporting (Required). Identify and respond to suspected or known security incidents; mitigate  to the extent practicable  harmful effects of security incidents that are known to the covered entity; and document security incidents and their outcomes.,"Does the entity have policies and procedures in place for identifying  responding to  reporting  and mitigating security incidents?

Does the entity identify  respond to  report  and mitigate security incidents?

Obtain and review policies and procedures related to responding and reporting security incidents. Evaluate and determine if incident response procedures are in place.

Elements to review may include but are not limited to:
• A methodology for defining security incidents based on levels of criticality
• Provisions for reporting and responding to all types of known and suspicious security incidents based on criticality levels of such incidents
• The roles and responsibilities of workforce members including the entity s security incident response team

Obtain and review documentation of responding to  reporting  and mitigating security incidents. Evaluate and determine if security incident response  reporting  and mitigation procedures are followed by workforce members; are conducted in a timely manner; and their outcomes are properly documented and communicated to the appropriate workforce members."

7,Contingency Plan,Required,164.308(a)(7)(i),Contingency Plan,Establish (and implement as needed) policies and procedures for responding to an emergency or other occurrence (for example  fire  vandalism  system failure  and natural disaster) that damages systems that contain electronic protected health information.,"Does the entity have policies and procedures in place that include a formal contingency plan for responding to an emergency or other occurrences that damages systems that contain ePHI?

Does the entity have a contingency plan for responding to an emergency or other occurrences that damages systems that contain ePHI?

Obtain and review policies and procedures related to a formal contingency plan.

Elements to review may include but are not limited to:
• Identification of workforce members’ roles and responsibilities in the contingency process
• Workforce members or roles to which the contingency policies and procedures are to be disseminated
• Management involvement in contingency plans
• Coordination of contingency processes among business associates
• Identification of what steps should be taken in a contingency plan
• The frequency to review and update current contingency policies and procedures
• How frequently the contingency plan is tested

Obtain and review documentation demonstrating that a contingency plan is implemented. Evaluate and determine that the response to an emergency or other occurrence that damages systems that contain ePHI include appropriate capabilities to recover access to ePHI."

7,Contingency Plan,Required,164.308(a)(7)(ii)(A),Data Backup Plan,Establish and implement procedures to create and maintain retrievable exact copies of electronic protected health information.,"Does the entity have policies and procedures in place to create and maintain retrievable exact copies of ePHI?

Does the entity create and maintain retrievable exact copies of ePHI?

Obtain and review policies and procedures related to data back-up plans. Evaluate and determine whether data back-up procedures exist that establish strategies for creating and maintaining retrievable exact copies of ePHI should the entity experience an emergency or other occurrence.

Elements to review may include but are not limited to:
• How frequently data backups will be conducted
• The type of data that will be backed up
• How data will be backed up  including the use of encryption and encryption key management  if applicable
• The backup data mechanism/solution
• How backup data will be secured
• Physical location of backup media
• Workforce members  roles and responsibilities in the data backup process
• How frequently data backups will be reviewed or assessed for verification of media reliability and data integrity

Obtain and review documentation demonstrating how data is backed up. Evaluate and determine whether the data backup process creates exact copies of ePHI.

Obtain and review documentation demonstrating data backup and restoration tests. Evaluate and determine if test procedures are in accordance with data backup plans and/or procedures; that test results are properly documented; that test results are reviewed and certified by appropriate management; and  if necessary  that corrective actions have been taken."

7,Contingency Plan,Required,164.308(a)(7)(ii)(B),Disaster-Recovery Plan,Establish (and implement as needed) procedures to restore any loss of data.,"Does the entity have policies and procedures in place to restore any lost data?

Does the entity restore any lost data?

Obtain and review documentation related to a disaster recovery plan. Review and determine if appropriate procedures for restoring any loss of data has been incorporated into the disaster recovery plan.

Obtain and review procedures for restoring lost data. Evaluate if the procedures include all important sources of data.

Elements to review may include but are not limited to:
• Workforce members  roles and responsibilities in the process of restoring lost data
• Determination of what data will be restored
• Step-by-step process of how data will be restored
• Identify occurring events (e.g.  disruption  compromise  failure) that require data restoration
• Timeframe of data restoration
• How frequently data restorations will be tested or assessed for verification of media reliability and data integrity

Obtain and review documentation of data restore tests and test results. Evaluate and determine if test procedures are in accordance with data restore plans and/or procedures; that test results are properly documented; that test results are reviewed and certified by appropriate management; and  if necessary  corrective actions have been taken."

7,Contingency Plan,Required,164.308(a)(7)(ii)(C),Emergency Mode Operation Plan,Establish (and implement as needed) procedures to enable continuation of critical business processes for protection of the security of electronic protected health information while operating in emergency mode.,"Does the entity have policies and procedures in place to enable the continuity of critical business processes for the protection of ePHI while operating in emergency mode?

Does the entity enable the continuity of critical business processes for the protection of ePHI while operating in emergency mode?

Obtain and review procedures related to an emergency mode operation plan. Evaluate and determine whether procedures exist to enable continuation of critical business processes for the protection of the security of ePHI while operating in emergency mode.

Obtain and review documentation demonstrating the continuation of critical business processes for the protection of the security of ePHI while operating in emergency mode. Evaluate and determine if the process is appropriate and/or in accordance with related policies and procedures."

7,Contingency Plan,Addressable,164.308(a)(7)(ii)(D),Testing and Revision Procedures,Implement procedures for periodic testing and revision of contingency plans.,"Does the entity have policies and procedures for periodic testing and revisions of its contingency plans?

Does the entity periodically test and revise its contingency plans?

Obtain and review policies and procedures related to periodic testing and revision of contingency plans.

Elements to review may include but are not limited to:
• Methods used to test the plan (component  system  or comprehensive)
• Workforce members  roles and responsibilities in coordination of the test
• How frequently tests will be conducted
• How frequently contingency plans will be revised
• Notification procedures

Obtain and review documentation demonstrating the revision of contingency plans. Based on related procedures  evaluate and determine if the contingency plans have been approved  reviewed  and updated on a periodic basis.

Obtain and review documentation of contingency plan tests and related results. Evaluate and determine if the results of each contingency plan test indicate that tests have been conducted in a timely manner; involved the appropriate workforce members; has been documented; and  if necessary  that corrective actions were taken as result of the contingency plan test.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

7,Contingency Plan,Addressable,164.308(a)(7)(ii)(E),Applications and Data Criticality Analysis,Assess the relative criticality of specific applications and data in support of other contingency plan components.,"Does the entity have policies and procedures in place to assess the relative criticality of specific applications and data in support of other contingency plan components?

Does the entity assess the relative criticality of specific application and data in support of other contingency plan components?

Obtain and review documentation of critical ePHI applications and their assigned criticality levels. Evaluate and determine if application criticality levels were assessed and categorized based on importance to business needs or patient care  in order to prioritize for data backup  disaster recovery  and emergency operations plans.

Obtain and review documentation of the procedures regarding how ePHI applications (data applications that store  maintain or transmit ePHI) are identified. Evaluate and determine whether all critical ePHI applications are identified.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

8,Evaluation,Required,164.308(a)(8),Evaluation,Perform a periodic technical and nontechnical evaluation  based initially upon the standards implemented under this rule and subsequently  in response to environmental or operational changes affecting the security of electronic protected health information  that establishes the extent to which an entity s security policies and procedures meet the requirements of this subpart.,"Does the entity have policies and procedures in place to perform periodic technical and nontechnical evaluation  based initially upon the standards implemented under this rule and subsequently  in response to environmental or operational changes or newly recognized risk affecting the security of ePHI?

Does the entity perform periodic technical and nontechnical evaluation  based initially upon the standards implemented under this rule and subsequently  in response to environmental or operational changes or newly recognized risk affecting the security of ePHI?

Obtain and review documentation of policies and procedures related to technical and nontechnical evaluation. Determine if such policies and procedures identifies how the evaluation of findings  remediation options and recommendations  and remediation decisions are documented; specifies that evaluations will be repeated on a periodic basis and/or when environmental and operations changes are made and/or newly recognized risk affects the security of ePHI; and identifies the frequency of when to evaluate and update the current policy and procedures.

Elements to review may include but are not limited to:
• Workforce members’ roles and responsibilities in the technical and nontechnical evaluation
• Management involvement in the process and approval of technical and nontechnical evaluation
• Coordination of technical and nontechnical evaluation among departments
• Specification of how technical and nontechnical evaluation will be conducted
• How technical and nontechnical evaluation findings will be addressed

Obtain and review documentation demonstrating periodic technical and non-technical evaluations. Evaluate and determine if the such evaluation appropriately evaluates ePHI security measures; addresses evaluation findings associated with noncompliant security measures; identifies and measures risks associated with noncompliant security measures; and that evaluation findings are reviewed and certified by appropriate management.

